digit,percent_corrupt,seed,dataset,batch_size,num_batches,path
5,0.0,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/dcae/5/0/0.00/model.json
5,0.0,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/lipschitz_gp_patches/5/0/0.00/model.json
5,0.0,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/dsvdd/5/0/0.00/model.json
5,0.0,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/ALOCC/5/0/0.00/model.json
6,0.0,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_isolation_forest/6/0/0.00/model.json
6,0.0,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_ocsvm/6/0/0.00/model.json
6,0.0,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_lof/6/0/0.00/model.json
6,0.0,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/rcae/6/0/0.00/model.json
6,0.0,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/conv/6/0/0.00/model.json
6,0.0,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/dcae/6/0/0.00/model.json
6,0.0,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/lipschitz_gp_patches/6/0/0.00/model.json
6,0.0,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/dsvdd/6/0/0.00/model.json
6,0.0,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/ALOCC/6/0/0.00/model.json
7,0.0,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_isolation_forest/7/0/0.00/model.json
7,0.0,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_ocsvm/7/0/0.00/model.json
7,0.0,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_lof/7/0/0.00/model.json
7,0.0,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/rcae/7/0/0.00/model.json
7,0.0,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/conv/7/0/0.00/model.json
7,0.0,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/dcae/7/0/0.00/model.json
7,0.0,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/lipschitz_gp_patches/7/0/0.00/model.json
7,0.0,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/dsvdd/7/0/0.00/model.json
7,0.0,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/ALOCC/7/0/0.00/model.json
8,0.0,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_isolation_forest/8/0/0.00/model.json
8,0.0,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_ocsvm/8/0/0.00/model.json
8,0.0,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_lof/8/0/0.00/model.json
8,0.0,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/rcae/8/0/0.00/model.json
8,0.0,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/conv/8/0/0.00/model.json
8,0.0,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/dcae/8/0/0.00/model.json
8,0.0,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/lipschitz_gp_patches/8/0/0.00/model.json
8,0.0,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/dsvdd/8/0/0.00/model.json
8,0.0,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/ALOCC/8/0/0.00/model.json
9,0.0,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_isolation_forest/9/0/0.00/model.json
9,0.0,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_ocsvm/9/0/0.00/model.json
9,0.0,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_lof/9/0/0.00/model.json
9,0.0,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/rcae/9/0/0.00/model.json
9,0.0,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/conv/9/0/0.00/model.json
9,0.0,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/dcae/9/0/0.00/model.json
9,0.0,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/lipschitz_gp_patches/9/0/0.00/model.json
9,0.0,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/dsvdd/9/0/0.00/model.json
9,0.0,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/ALOCC/9/0/0.00/model.json
0,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_isolation_forest/0/0/0.01/model.json
0,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_ocsvm/0/0/0.01/model.json
0,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_lof/0/0/0.01/model.json
0,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/rcae/0/0/0.01/model.json
0,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/conv/0/0/0.01/model.json
0,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/dcae/0/0/0.01/model.json
0,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/lipschitz_gp_patches/0/0/0.01/model.json
0,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/dsvdd/0/0/0.01/model.json
0,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/ALOCC/0/0/0.01/model.json
1,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_isolation_forest/1/0/0.01/model.json
1,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_ocsvm/1/0/0.01/model.json
1,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_lof/1/0/0.01/model.json
1,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/rcae/1/0/0.01/model.json
1,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/conv/1/0/0.01/model.json
1,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/dcae/1/0/0.01/model.json
1,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/lipschitz_gp_patches/1/0/0.01/model.json
1,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/dsvdd/1/0/0.01/model.json
1,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/ALOCC/1/0/0.01/model.json
2,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_isolation_forest/2/0/0.01/model.json
2,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_ocsvm/2/0/0.01/model.json
2,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_lof/2/0/0.01/model.json
2,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/rcae/2/0/0.01/model.json
2,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/conv/2/0/0.01/model.json
2,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/dcae/2/0/0.01/model.json
2,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/lipschitz_gp_patches/2/0/0.01/model.json
2,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/dsvdd/2/0/0.01/model.json
2,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/ALOCC/2/0/0.01/model.json
3,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_isolation_forest/3/0/0.01/model.json
3,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_ocsvm/3/0/0.01/model.json
3,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_lof/3/0/0.01/model.json
3,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/rcae/3/0/0.01/model.json
3,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/conv/3/0/0.01/model.json
3,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/dcae/3/0/0.01/model.json
3,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/lipschitz_gp_patches/3/0/0.01/model.json
3,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/dsvdd/3/0/0.01/model.json
3,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/ALOCC/3/0/0.01/model.json
4,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_isolation_forest/4/0/0.01/model.json
4,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_ocsvm/4/0/0.01/model.json
4,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_lof/4/0/0.01/model.json
4,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/rcae/4/0/0.01/model.json
4,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/conv/4/0/0.01/model.json
4,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/dcae/4/0/0.01/model.json
4,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/lipschitz_gp_patches/4/0/0.01/model.json
4,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/dsvdd/4/0/0.01/model.json
4,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/ALOCC/4/0/0.01/model.json
5,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_isolation_forest/5/0/0.01/model.json
5,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_ocsvm/5/0/0.01/model.json
5,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_lof/5/0/0.01/model.json
5,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/rcae/5/0/0.01/model.json
5,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/conv/5/0/0.01/model.json
5,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/dcae/5/0/0.01/model.json
5,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/lipschitz_gp_patches/5/0/0.01/model.json
5,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/dsvdd/5/0/0.01/model.json
5,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/ALOCC/5/0/0.01/model.json
6,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_isolation_forest/6/0/0.01/model.json
6,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_ocsvm/6/0/0.01/model.json
6,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_lof/6/0/0.01/model.json
6,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/rcae/6/0/0.01/model.json
6,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/conv/6/0/0.01/model.json
6,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/dcae/6/0/0.01/model.json
6,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/lipschitz_gp_patches/6/0/0.01/model.json
6,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/dsvdd/6/0/0.01/model.json
6,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/ALOCC/6/0/0.01/model.json
7,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_isolation_forest/7/0/0.01/model.json
7,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_ocsvm/7/0/0.01/model.json
7,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_lof/7/0/0.01/model.json
7,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/rcae/7/0/0.01/model.json
7,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/conv/7/0/0.01/model.json
7,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/dcae/7/0/0.01/model.json
7,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/lipschitz_gp_patches/7/0/0.01/model.json
7,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/dsvdd/7/0/0.01/model.json
7,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/ALOCC/7/0/0.01/model.json
8,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_isolation_forest/8/0/0.01/model.json
8,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_ocsvm/8/0/0.01/model.json
8,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_lof/8/0/0.01/model.json
8,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/rcae/8/0/0.01/model.json
8,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/conv/8/0/0.01/model.json
8,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/dcae/8/0/0.01/model.json
8,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/lipschitz_gp_patches/8/0/0.01/model.json
8,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/dsvdd/8/0/0.01/model.json
8,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/ALOCC/8/0/0.01/model.json
9,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_isolation_forest/9/0/0.01/model.json
9,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_ocsvm/9/0/0.01/model.json
9,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_lof/9/0/0.01/model.json
9,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/rcae/9/0/0.01/model.json
9,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/conv/9/0/0.01/model.json
9,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/dcae/9/0/0.01/model.json
9,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/lipschitz_gp_patches/9/0/0.01/model.json
9,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/dsvdd/9/0/0.01/model.json
9,0.01,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/ALOCC/9/0/0.01/model.json
0,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_isolation_forest/0/0/0.02/model.json
0,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_ocsvm/0/0/0.02/model.json
0,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_lof/0/0/0.02/model.json
0,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/rcae/0/0/0.02/model.json
0,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/conv/0/0/0.02/model.json
0,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/dcae/0/0/0.02/model.json
0,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/lipschitz_gp_patches/0/0/0.02/model.json
0,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/dsvdd/0/0/0.02/model.json
0,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/ALOCC/0/0/0.02/model.json
1,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_isolation_forest/1/0/0.02/model.json
1,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_ocsvm/1/0/0.02/model.json
1,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_lof/1/0/0.02/model.json
1,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/rcae/1/0/0.02/model.json
1,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/conv/1/0/0.02/model.json
1,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/dcae/1/0/0.02/model.json
1,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/lipschitz_gp_patches/1/0/0.02/model.json
1,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/dsvdd/1/0/0.02/model.json
1,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/ALOCC/1/0/0.02/model.json
2,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_isolation_forest/2/0/0.02/model.json
2,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_ocsvm/2/0/0.02/model.json
2,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_lof/2/0/0.02/model.json
2,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/rcae/2/0/0.02/model.json
2,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/conv/2/0/0.02/model.json
2,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/dcae/2/0/0.02/model.json
2,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/lipschitz_gp_patches/2/0/0.02/model.json
2,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/dsvdd/2/0/0.02/model.json
2,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/ALOCC/2/0/0.02/model.json
3,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_isolation_forest/3/0/0.02/model.json
3,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_ocsvm/3/0/0.02/model.json
3,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_lof/3/0/0.02/model.json
3,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/rcae/3/0/0.02/model.json
3,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/conv/3/0/0.02/model.json
3,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/dcae/3/0/0.02/model.json
3,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/lipschitz_gp_patches/3/0/0.02/model.json
3,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/dsvdd/3/0/0.02/model.json
3,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/ALOCC/3/0/0.02/model.json
4,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_isolation_forest/4/0/0.02/model.json
4,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_ocsvm/4/0/0.02/model.json
4,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_lof/4/0/0.02/model.json
4,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/rcae/4/0/0.02/model.json
4,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/conv/4/0/0.02/model.json
4,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/dcae/4/0/0.02/model.json
4,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/lipschitz_gp_patches/4/0/0.02/model.json
4,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/dsvdd/4/0/0.02/model.json
4,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/ALOCC/4/0/0.02/model.json
5,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_isolation_forest/5/0/0.02/model.json
5,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_ocsvm/5/0/0.02/model.json
5,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_lof/5/0/0.02/model.json
5,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/rcae/5/0/0.02/model.json
5,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/conv/5/0/0.02/model.json
5,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/dcae/5/0/0.02/model.json
5,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/lipschitz_gp_patches/5/0/0.02/model.json
5,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/dsvdd/5/0/0.02/model.json
5,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/ALOCC/5/0/0.02/model.json
6,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_isolation_forest/6/0/0.02/model.json
6,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_ocsvm/6/0/0.02/model.json
6,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_lof/6/0/0.02/model.json
6,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/rcae/6/0/0.02/model.json
6,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/conv/6/0/0.02/model.json
6,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/dcae/6/0/0.02/model.json
6,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/lipschitz_gp_patches/6/0/0.02/model.json
6,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/dsvdd/6/0/0.02/model.json
6,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/ALOCC/6/0/0.02/model.json
7,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_isolation_forest/7/0/0.02/model.json
7,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_ocsvm/7/0/0.02/model.json
7,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_lof/7/0/0.02/model.json
7,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/rcae/7/0/0.02/model.json
7,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/conv/7/0/0.02/model.json
7,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/dcae/7/0/0.02/model.json
7,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/lipschitz_gp_patches/7/0/0.02/model.json
7,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/dsvdd/7/0/0.02/model.json
7,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/ALOCC/7/0/0.02/model.json
8,0.02,0,mnist2,128,20000,/home/atong/data/anomaly/mnist2/shallow_isolation_forest/8/0/0.02/model.json
